text,span,label,ordinal
alasan orang berobat ke singapura atau malaysia itu cuma yah mau sembuhbrbrtrus kenapa hrus keluar pertanyaannya karna diindonesia udah mahal gk sembuh pula malah yg ad kena mental di vonis yg enggak,pelayanan,,0
alasan orang berobat ke singapura atau malaysia itu cuma yah mau sembuhbrbrtrus kenapa hrus keluar pertanyaannya karna diindonesia udah mahal gk sembuh pula malah yg ad kena mental di vonis yg enggak,aksesibilitas,,0
banyak sekali kasusbrserupa tapi banyak yg tidak bisa cerita tidak bisa menulis banyak keluhan tapi mau keluh kesah kemana akhirnya berobat ke luar negeri brseperti any yudoyonobrbu megawatidllbrjangan sampai ada slogan jangan percaya pada dokter indonesia bra hrefhttpwwwyoutubecomresultssearch_querypercumaa berobat di indonesia,fasilitas,,0
banyak sekali kasusbrserupa tapi banyak yg tidak bisa cerita tidak bisa menulis banyak keluhan tapi mau keluh kesah kemana akhirnya berobat ke luar negeri brseperti any yudoyonobrbu megawatidllbrjangan sampai ada slogan jangan percaya pada dokter indonesia bra hrefhttpwwwyoutubecomresultssearch_querypercumaa berobat di indonesia,pelayanan,,0
banyak sekali kasusbrserupa tapi banyak yg tidak bisa cerita tidak bisa menulis banyak keluhan tapi mau keluh kesah kemana akhirnya berobat ke luar negeri brseperti any yudoyonobrbu megawatidllbrjangan sampai ada slogan jangan percaya pada dokter indonesia bra hrefhttpwwwyoutubecomresultssearch_querypercumaa berobat di indonesia,aksesibilitas,,0
terima kasih kepada pak jokowi yg sangat peduli kepada bangsa ini persoalan banyaknya yg berobat ke luar negeri bukan karena soksokan tetapi karena pengalaman yang tidak menyenangkan atas pelayanan di r di indonesia semoga institusi kesehatan mau memperbaiki diri bukan saling menyalahkan,fasilitas,,0
terima kasih kepada pak jokowi yg sangat peduli kepada bangsa ini persoalan banyaknya yg berobat ke luar negeri bukan karena soksokan tetapi karena pengalaman yang tidak menyenangkan atas pelayanan di r di indonesia semoga institusi kesehatan mau memperbaiki diri bukan saling menyalahkan,pelayanan,,0
terima kasih kepada pak jokowi yg sangat peduli kepada bangsa ini persoalan banyaknya yg berobat ke luar negeri bukan karena soksokan tetapi karena pengalaman yang tidak menyenangkan atas pelayanan di r di indonesia semoga institusi kesehatan mau memperbaiki diri bukan saling menyalahkan,aksesibilitas,,0
kalau memang tujuan awal mbak kiky tentang sistem kesehatan sebagai publik figur artis sekaligus rakyat ya silakan bikin di tweet mbak kiky tentang masih kurang baiknya sistem dan pelayanan kesehatan di indonesia tersebut ketika bapak presiden bikin tweet tentang masyarakat indonesia yang berobat ke luar negeribrbrtapi tweet mbak itu memicu banyak orang mbak kiky karena ibarat pepatah quotkepala sama hitam hati manusia kita tidak ada yang tauquot br brkalau memang mbak kiky maksudnya bukan ini dan itu tapi tentang sistem dan pelayanan ya tentang sistem dan pelayanan yang diutarakan tanpa anda sadari kalimat awal tweet yang anda utarakan terkesan menghina dokter indonesia kenapa saya bilang begini karena kalimat anda itu ambigubrbrsaya kasih contoh maksud tweet mbak kiky brquotmertua saya didiagnosa stroke kuping karena tiba pendengarannya terganggu disuntik dalemnya malah makin parah pendengarannya akhirnya ke r spore amp diketawain sama dokternya mana ada stroke kuping itu cuma flu jadinya bindeng ke telinga amp sekarang udah sembuh kocak kanquotbrbrkata quotketawaquot ini sebuah hinaan dan sindiran tersembunyi menggiring opini bahwa dokter indonesia tidak kompeten brbrtapi bukankah anda dulu sekolah di bidang bahasa pasti mbak kiky lebih mengerti tentang bagaimana pemakaian tata dan cara penulisan yang benar dalam menyampaikan opini yang baik dan benar karena anda adalah publik figur boleh dong saya berharap anda sebagai publik figur bisa menggunakan bahasa yang baik dan benar sehingga masyarakat bisa mencontoh halhal yang baik dari anda yang seorang publik figur hehehebrbrmiss diagnosis itu kan kata mbak nya kalau memang iya bawa saja ke ranah hukum jangan menggampangkan bahasa yang kita tidak tau artinya mbak nya jadi berburuk sangka bilang miss diagnosis kesalahan diagnosa yang menjerumus ke malpraktik kalau tidak terima salah diagnosa ya silahkan ajukan tuntutan atau komplain bukan gembar gembor menggiring opinibrbrdalam dunia kedokteran ada namanya diagnosis utama dan diagnosis banding terus mbak yang mempermasalahkan dokter yang tau stroke kuping dan dokter yang tidak tau stroke kuping dalam dunia kedokteran ada dokter umum dokter spesialis dan ada lagi dokter spesialis konsultanbrbrkalau mau tau lebih lanjut silakan baca tanya dan cari tau ingat jangan malas dan jangan manjabrbrsekian dan terima kasih banyakbrsalam sehat,biaya,,0
kalau memang tujuan awal mbak kiky tentang sistem kesehatan sebagai publik figur artis sekaligus rakyat ya silakan bikin di tweet mbak kiky tentang masih kurang baiknya sistem dan pelayanan kesehatan di indonesia tersebut ketika bapak presiden bikin tweet tentang masyarakat indonesia yang berobat ke luar negeribrbrtapi tweet mbak itu memicu banyak orang mbak kiky karena ibarat pepatah quotkepala sama hitam hati manusia kita tidak ada yang tauquot br brkalau memang mbak kiky maksudnya bukan ini dan itu tapi tentang sistem dan pelayanan ya tentang sistem dan pelayanan yang diutarakan tanpa anda sadari kalimat awal tweet yang anda utarakan terkesan menghina dokter indonesia kenapa saya bilang begini karena kalimat anda itu ambigubrbrsaya kasih contoh maksud tweet mbak kiky brquotmertua saya didiagnosa stroke kuping karena tiba pendengarannya terganggu disuntik dalemnya malah makin parah pendengarannya akhirnya ke r spore amp diketawain sama dokternya mana ada stroke kuping itu cuma flu jadinya bindeng ke telinga amp sekarang udah sembuh kocak kanquotbrbrkata quotketawaquot ini sebuah hinaan dan sindiran tersembunyi menggiring opini bahwa dokter indonesia tidak kompeten brbrtapi bukankah anda dulu sekolah di bidang bahasa pasti mbak kiky lebih mengerti tentang bagaimana pemakaian tata dan cara penulisan yang benar dalam menyampaikan opini yang baik dan benar karena anda adalah publik figur boleh dong saya berharap anda sebagai publik figur bisa menggunakan bahasa yang baik dan benar sehingga masyarakat bisa mencontoh halhal yang baik dari anda yang seorang publik figur hehehebrbrmiss diagnosis itu kan kata mbak nya kalau memang iya bawa saja ke ranah hukum jangan menggampangkan bahasa yang kita tidak tau artinya mbak nya jadi berburuk sangka bilang miss diagnosis kesalahan diagnosa yang menjerumus ke malpraktik kalau tidak terima salah diagnosa ya silahkan ajukan tuntutan atau komplain bukan gembar gembor menggiring opinibrbrdalam dunia kedokteran ada namanya diagnosis utama dan diagnosis banding terus mbak yang mempermasalahkan dokter yang tau stroke kuping dan dokter yang tidak tau stroke kuping dalam dunia kedokteran ada dokter umum dokter spesialis dan ada lagi dokter spesialis konsultanbrbrkalau mau tau lebih lanjut silakan baca tanya dan cari tau ingat jangan malas dan jangan manjabrbrsekian dan terima kasih banyakbrsalam sehat,fasilitas,,0
kalau memang tujuan awal mbak kiky tentang sistem kesehatan sebagai publik figur artis sekaligus rakyat ya silakan bikin di tweet mbak kiky tentang masih kurang baiknya sistem dan pelayanan kesehatan di indonesia tersebut ketika bapak presiden bikin tweet tentang masyarakat indonesia yang berobat ke luar negeribrbrtapi tweet mbak itu memicu banyak orang mbak kiky karena ibarat pepatah quotkepala sama hitam hati manusia kita tidak ada yang tauquot br brkalau memang mbak kiky maksudnya bukan ini dan itu tapi tentang sistem dan pelayanan ya tentang sistem dan pelayanan yang diutarakan tanpa anda sadari kalimat awal tweet yang anda utarakan terkesan menghina dokter indonesia kenapa saya bilang begini karena kalimat anda itu ambigubrbrsaya kasih contoh maksud tweet mbak kiky brquotmertua saya didiagnosa stroke kuping karena tiba pendengarannya terganggu disuntik dalemnya malah makin parah pendengarannya akhirnya ke r spore amp diketawain sama dokternya mana ada stroke kuping itu cuma flu jadinya bindeng ke telinga amp sekarang udah sembuh kocak kanquotbrbrkata quotketawaquot ini sebuah hinaan dan sindiran tersembunyi menggiring opini bahwa dokter indonesia tidak kompeten brbrtapi bukankah anda dulu sekolah di bidang bahasa pasti mbak kiky lebih mengerti tentang bagaimana pemakaian tata dan cara penulisan yang benar dalam menyampaikan opini yang baik dan benar karena anda adalah publik figur boleh dong saya berharap anda sebagai publik figur bisa menggunakan bahasa yang baik dan benar sehingga masyarakat bisa mencontoh halhal yang baik dari anda yang seorang publik figur hehehebrbrmiss diagnosis itu kan kata mbak nya kalau memang iya bawa saja ke ranah hukum jangan menggampangkan bahasa yang kita tidak tau artinya mbak nya jadi berburuk sangka bilang miss diagnosis kesalahan diagnosa yang menjerumus ke malpraktik kalau tidak terima salah diagnosa ya silahkan ajukan tuntutan atau komplain bukan gembar gembor menggiring opinibrbrdalam dunia kedokteran ada namanya diagnosis utama dan diagnosis banding terus mbak yang mempermasalahkan dokter yang tau stroke kuping dan dokter yang tidak tau stroke kuping dalam dunia kedokteran ada dokter umum dokter spesialis dan ada lagi dokter spesialis konsultanbrbrkalau mau tau lebih lanjut silakan baca tanya dan cari tau ingat jangan malas dan jangan manjabrbrsekian dan terima kasih banyakbrsalam sehat,pelayanan,,0
